면허번호,업종명,사업자구분,업체명,주사무소 우편번호,주사무소 주소,주사무소 상세주소,팩스번호,관할관청,면허상태
170194,화물주선업,개인,전국마린화물&이사,08216,서울특별시 구로구 구로중앙로 207,"529호(구로동, 구로동복합건물 오퍼스1)",,구로구,정상
70164,화물주선업,법인,주식회사 카인드맨,02034,서울특별시 중랑구 공릉로2길 7,5층 2호 (묵동),,중랑구,정상
240352,화물주선업,개인,예건물류,07562,서울특별시 강서구 공항대로 535,"10층1호(염창동,소은빌딩) (염창동)",,강서구,정상
180220,화물주선업,법인,(주)손매니지먼트서비스,08506,서울특별시 금천구 가산디지털2로 108,312호 (가산동),,금천구,정상
220908,화물주선업,법인,(주)상생,06752,서울특별시 서초구 바우뫼로27길 7-7,201호 (양재동),,서초구,정상
170191,화물주선업,법인,신아운수(주),08389,서울특별시 구로구 디지털로30길 28,"1011호 (구로동, 마리오타워)",,구로구,정상
170192,화물주선업,법인,신흥통운(주),08389,서울특별시 구로구 디지털로30길 28,"1011호 (구로동, 마리오타워)",,구로구,정상
240350,화물주선업,개인,강동퀵특송,05403,서울특별시 강동구 양재대로91길 72,1층 (성내동),,강동구,정상
120110,화물주선업,개인,태양물류,03386,서울특별시 은평구 통일로73길 22-1,2층 (대조동),,은평구,정상
170190,화물주선업,법인,(주)엠제이넷,08382,서울특별시 구로구 디지털로 243,"610호 (구로동, 지 하이시티)",,구로구,정상
230473,화물주선업,개인,나르미물류,06222,서울특별시 강남구 언주로79길 14-5,5층 (역삼동),,강남구,정상
240354,화물주선업,법인,(주)신한해운항공,05545,서울특별시 송파구 백제고분로 509,9층 2호 (방이동),,송파구,정상
180219,화물주선업,개인,퀵과화물,08565,서울특별시 금천구 독산로36길 73-8,1층 (시흥동),,금천구,정상
190319,화물주선업,개인,씨티로지스,07247,서울특별시 영등포구 국회대로54길 15-7,206호 (영등포동7가),,영등포구,정상
180222,화물주선업,개인,지원,08639,서울특별시 금천구 시흥대로 97,26동 241호 (시흥동),,금천구,정상
020136,화물주선업,법인,주식회사아비드이앤에프,04567,서울특별시 중구 마장로 3,"7층 191-194 (신당동,맥스타일)",,중구,정상
140172,화물주선업,법인,주식회사 에코엑스랩,04033,서울특별시 마포구 잔다리로 58,서경빌딩 5층 502호 (서교동),,마포구,정상
180225,화물주선업,법인,(주)호,08591,서울특별시 금천구 가산디지털1로 58,503호 (가산동),,금천구,정상
230477,화물주선업,법인,(주)더필라,06349,서울특별시 강남구 밤고개로1길 10,1630호 (수서동),,강남구,정상
140171,화물주선업,법인,주식회사 디버,04213,서울특별시 마포구 마포대로 122,17층 (공덕동),,마포구,정상
220904,화물주선업,법인,(주)다복유통,06772,서울특별시 서초구 양재대로11길 36,"은관 나동 330호 (양재동, 서울오토갤러리)",,서초구,정상
240353,화물주선업,법인,(주)원팀운수,05854,서울특별시 송파구 법원로 128,씨동 지114-에스149 (문정동),,송파구,정상
240351,화물주선업,개인,통인익스프레스(특수사업부),05758,서울특별시 송파구 성내천로42길 13,지하1층 (마천동),,송파구,정상
180217,화물주선업,법인,(주)한강네트워크,08589,서울특별시 금천구 가산디지털2로 46,"5층 501호 (가산동, 에이스태세라타워)",,금천구,정상
200097,화물주선업,개인,멀티퀵서비스,06937,서울특별시 동작구 등용로 38,"상가동 비1, A-1305호",,동작구,정상
220906,화물주선업,개인,에스에이물류,06742,서울특별시 서초구 강남대로30길 57,(양재동),,서초구,정상
40159,화물주선업,개인,오광로지스,04773,서울특별시 성동구 왕십리로 38,"3층, 335호 (성수동1가)",,성동구,정상
230476,화물주선업,개인,에스와이로지스,06181,서울특별시 강남구 영동대로85길 20-7,527호 (대치동),,강남구,정상
140170,화물주선업,법인,주식회사 당근퀵로지스,03962,서울특별시 마포구 월드컵로 163,(망원동),,마포구,정상
240357,화물주선업,법인,88더브레이브 주식회사,05855,서울특별시 송파구 법원로8길 7,2층 1호 (문정동),,송파구,정상
240355,화물주선업,개인,티제이로지스,05659,서울특별시 송파구 마천로8길 19,3층 (오금동),,송파구,정상
170193,화물주선업,개인,다다익스,08389,서울특별시 구로구 디지털로30길 28,"805호 (구로동, 마리오타워)",,구로구,정상
160286,화물주선업,법인,(주)에스크무역,07801,서울특별시 강서구 마곡중앙6로 21,"712호 (마곡동,이너매스)",,강서구,정상
220905,화물주선업,법인,(주)알앤에이치글로벌,06524,서울특별시 서초구 강남대로107길 21,"2층 (잠원동, 대능빌딩)",,서초구,정상
40160,화물주선업,법인,(주)로지스텍,04790,서울특별시 성동구 아차산로 49,"3층, 304호(성수동1가, 서울숲코오롱디지털타워3차)",,성동구,정상
190320,화물주선업,법인,우주로지스,07275,서울특별시 영등포구 영등포로5길 14,(양평동2가),,영등포구,정상
220907,화물주선업,개인,신호물류,06804,서울특별시 서초구 양재대로12길 36,2층 202호 (양재동),,서초구,정상
180221,화물주선업,개인,경이물류,08562,서울특별시 금천구 독산로 188,101호 (독산동),,금천구,정상
60088,화물주선업,개인,한국로지스,02636,서울특별시 동대문구 천호대로81길 14,201호 (장안동),,동대문구,정상
230472,화물주선업,개인,전국용달 특수화물,06306,서울특별시 강남구 개포로 249,405호 (개포동),,강남구,정상
150683,화물주선업,개인,전국화물나라,08055,서울특별시 양천구 신정로 167,"2동 1층 8호 (신정동,서부트럭터미널)",,양천구,정상
150682,화물주선업,법인,(주)우경로지스틱,07964,서울특별시 양천구 목동중앙서로 33,2층 (목동),,양천구,정상
140169,화물주선업,법인,주식회사 에스엘로직스코리아,04004,서울특별시 마포구 월드컵로 62,4층 (서교동),,마포구,정상
190318,화물주선업,법인,(주)다온올오피스,07224,서울특별시 영등포구 당산로54길 11,"상가동 105호,106호 (당산동, 래미안당산1차아파트)",,영등포구,정상
180216,화물주선업,법인,(주)포스코,06194,서울특별시 강남구 테헤란로 440,(대치동),,강남구,정상
180224,화물주선업,법인,(주)에치와이,06530,서울특별시 서초구 강남대로 577,(잠원동),,서초구,정상
180218,화물주선업,법인,한국도심공항(주),06164,서울특별시 강남구 테헤란로87길 22,(삼성동),,강남구,정상
200098,화물주선업,법인,(주)스피드,06932,서울특별시 동작구 등용로 122,"2층, 의당빌딩 (대방동)",,동작구,정상
230475,화물주선업,법인,(주)굿스플로,06052,서울특별시 강남구 논현로132길 6,5층 (논현동),,강남구,정상
160287,화물주선업,개인,나라로지스틱,07615,서울특별시 강서구 금낭화로 14-1,지층 (방화동),,강서구,정상
240356,화물주선업,법인,용방통운 주식회사,05836,서울특별시 송파구 법원로11길 11,A동 1310호 (문정동),,송파구,정상
130069,화물주선업,개인,케이제이물류,03730,서울특별시 서대문구 통일로31길 6,"101-2호 (홍제동, 인왕드림빌)",,서대문구,정상
120108,화물주선업,법인,주식회사 트럭인,03311,서울특별시 은평구 진관1로 21-35,304호 (진관동),,은평구,정상
180215,화물주선업,법인,(주)신신유리,08530,서울특별시 금천구 시흥대로153길 10,(독산동),,금천구,정상
230474,화물주선업,개인,(주)영콜화물,06301,서울특별시 강남구 논현로28길 27,6층 (도곡동),,강남구,정상
160285,화물주선업,법인,퍼스트앤트랜스(주),07511,서울특별시 강서구 금낭화로 136,1215호 (방화동),,강서구,정상
119198,화물주선업,개인,해피데이 콜,01899,서울특별시 노원구 광운로2나길 11,2층 1호 (월계동),,노원구,정상
180223,화물주선업,법인,(주)충암물류,08535,서울특별시 금천구 시흥대로 429,705호 (독산동),,금천구,정상
120109,화물주선업,개인,새한화물,03391,서울특별시 은평구 통일로71길 2-1,대조빌딩 5층 39호 (대조동),,은평구,정상
020135,화물주선업,개인,더로드엑스,04513,서울특별시 중구 서소문로 116,1216호 (서소문동),,중구,정상
70163,화물주선업,개인,지에스 익스프레스,02186,서울특별시 중랑구 용마공원로 37-1,(망우동),,중랑구,정상
80079,화물주선업,개인,비둘기종합물류,02859,서울특별시 성북구 보문로 64,(보문동4가),,성북구,정상
110092,화물주선업,개인,정성이사명가,01701,서울특별시 노원구 한글비석로15길 48,B 103호 (중계동),,노원구,정상
110094,화물주선업,개인,굿모닝익스프레스,01830,서울특별시 노원구 공릉로59가길 9,2층 (하계동),,노원구,정상
220628,화물주선업,개인,대양익스프레스,07007,서울특별시 동작구 사당로27길 19, (사당동),,동작구,정상
140060,화물주선업,법인,(주)짐싸,06236,서울특별시 강남구 테헤란로 142,6층 100호 (역삼동),,강남구,정상
30006,화물주선업,개인,e-편한이사,08653,서울특별시 금천구 시흥대로18길 16,1층 103호 (시흥동),,금천구,정상
220273,화물주선업,법인,(주)동영물류넷,06802,서울특별시 서초구 청계산로 203,306호 (신원동),,서초구,정상
220097,화물주선업,법인,진영종합운송(주),06802,서울특별시 서초구 청계산로 203,506호 (신원동),,서초구,정상
140004,화물주선업,개인,현대이사,03954,서울특별시 마포구 망원동,453-17 지하비01호,,마포구,정상
160019,화물주선업,개인,거평익스프레스,05258,서울특별시 강동구 구천면로 365,"(암사동,근린생활시설)",,강동구,정상
220025,화물주선업,법인,(주)전국특송,06554,서울특별시 서초구 방배중앙로29길 35,201호 (방배동),,서초구,정상
150070,화물주선업,개인,정명운수,08055,서울특별시 양천구 신정로 167,"2동 1층 30호 (신정동, 서부트럭터미널)",,양천구,정상
150288,화물주선업,법인,영산서비스(주),06249,서울특별시 강남구 논현로67길 50,3층 (역삼동),,강남구,정상
150161,화물주선업,법인,(주)제일운창,08110,서울특별시 양천구 신정로 167,"2동 3층 26호 (신정동, 서부트럭터미널)",,양천구,정상
170001,화물주선업,개인,제일익스프레스,08346,서울특별시 구로구 개봉로15길 36-25,1층 (개봉동),,구로구,정상
220075,화물주선업,개인,제일통운,06785,서울특별시 서초구 동산로2길 13,201호(양재동),,서초구,정상
281,화물주선업,개인,제일이삿짐센타,02144,"서울특별시 중랑구 겸재로27길 85,",1층 (면목동),,중랑구,정상
150266,화물주선업,개인,제주서부화물,08055,서울특별시 양천구 신정로 167,"3동 2층 1231호 (신정동, 서부트럭터미널)",,양천구,정상
230027,화물주선업,개인,대남익스프레스,06264,서울특별시 강남구 남부순환로363길 49,"지하 15 (도곡동, 역삼우성아파트상가)",,강남구,정상
230028,화물주선업,개인,상지통운,08845,서울특별시 관악구 신림동,"1694 신림현대종합상가 139, 140호",,관악구,정상
210004,화물주선업,개인,대동익스프레스,08769,서울특별시 관악구 조원로10길 48, (신림동),,관악구,정상
220068,화물주선업,개인,대룡익스프레스,06570,서울특별시 서초구 방배중앙로15길 40,(방배동),,서초구,정상
150060,화물주선업,법인,주식회사 제주전국화물,08055,서울특별시 양천구 신정로 167,"2동 1층 19호 (신정동, 서부트럭터미널)",,양천구,정상
220137,화물주선업,개인,케이지비24,05731,서울특별시 송파구 동남로30길 16,101호 (오금동),,송파구,정상
150103,화물주선업,개인,이사월드,05311,서울특별시 강동구 천중로27길 2-4,101호 (천호동),,강동구,정상
200021,화물주선업,개인,엘지익스프레스,06988,서울특별시 동작구 사당로 165,"201동 상가 지하층 비101호 (사당동, 대아아파트)",,동작구,정상
11004,화물주선업,개인,스마트물류,01856,서울특별시 노원구 동일로173가길 115,"203-3 (공릉동, 서진프라자아파트)",,노원구,정상
220582,화물주선업,법인,(주)와이비코리아리더스,06777,서울특별시 서초구 마방로4길 15-16, (양재동),070-8280-3114,서초구,정상
30020,화물주선업,법인,(주)금성통운,04311,서울특별시 용산구 임정로 93-4,(효창동),,용산구,정상
240074,화물주선업,개인,금성통운,05834,서울특별시 송파구 중대로 24,"B104, 104-1 (문정동, 올림픽훼밀리타운)",,송파구,정상
150170,화물주선업,개인,금성화물,08055,서울특별시 양천구 신정3동,812 서부트럭터미널 A-105,,양천구,정상
1114,화물주선업,개인,금성화물,04780,서울특별시 성동구 뚝섬로 343,(성수동1가),,성동구,정상
180022,화물주선업,법인,(주)유로파로지스,08055,서울특별시 양천구 신정로 167,"1동 2층 2호 (신정동, 서부트럭터미널)",,양천구,정상
220412,화물주선업,법인,주식회사 세상만사,04556,서울특별시 중구 퇴계로41길 51,2~3층(인현동2가) (인현동2가),,중구,정상
150259,화물주선업,개인,금호통운,08055,서울특별시 양천구 신정3동,812 서부트럭터미널 B동117호,,양천구,정상
250132,화물주선업,개인,서울트랜스킹,31145,충청남도 천안시 동남구 서부역3길 13, (봉명동),,타기관,정상
230200,화물주선업,개인,효성익스프레스,06352,서울특별시 강남구 광평로47길 17,"지하2호 (수서동, 신동아아파트상가)",,강남구,정상
230222,화물주선업,개인,형제익스프레스,05088,서울특별시 광진구 자양강변길 7,102호 (자양동),,광진구,정상
230229,화물주선업,개인,영동익스프레스,06229,서울특별시 강남구 언주로65길 34,"102호 (역삼동, 태원빌리지)",,강남구,정상
230234,화물주선업,법인,동원로엑스(주),06775,서울특별시 서초구 마방로 68, (양재동),,서초구,정상
230239,화물주선업,개인,큐피트물류,04782,서울특별시 성동구 성수동2가,314-1,,성동구,정상
230242,화물주선업,법인,협동통운(주),06048,서울특별시 강남구 언주로 735,"501호(논현동,관세개발원빌딩)",,강남구,정상
230245,화물주선업,개인,통인익스프레스압구정점,05797,서울특별시 송파구 문정동,13-15,,송파구,정상
230256,화물주선업,개인,한솔익스프레스,05668,서울특별시 송파구 송파동,94-26,,송파구,정상
230257,화물주선업,법인,"(주)셀(SEL CO. , Ltd.)",06111,서울특별시 강남구 학동로8길 9,2층 (논현동),,강남구,정상
230247,화물주선업,개인,세기익스프레스,06122,서울특별시 강남구 봉은사로25길 10,1층 (논현동),,강남구,정상
190165,화물주선업,개인,태양통운,07369,서울특별시 영등포구 도림동,141-130  1층,,영등포구,정상
80008,화물주선업,법인,인터넷익스프레스,02800,서울특별시 성북구 종암로 56,라동 101호 (종암동),,성북구,정상
150133,화물주선업,개인,일등물류,08055,서울특별시 양천구 신정로 167,"3동 2층 1216호 (신정동, 서부트럭터미널)",,양천구,정상
150135,화물주선업,개인,일진물류,08055,서울특별시 양천구 신정로 167,"2동 2층 9호 (신정동, 서부트럭터미널)",,양천구,정상
220365,화물주선업,개인,S2424.762팀,05532,서울특별시 송파구 토성로 41,2층 (풍납동),,송파구,정상
150130,화물주선업,개인,전국고속물류금강운수,08055,서울특별시 양천구 신정로 167,"B동 210호(신정동, 서부트럭터미널) ",,양천구,정상
220507,화물주선업,개인,가람익스프레스,08031,서울특별시 양천구 남부순환로75길 5,지1층 (신월동),,양천구,정상
210050,화물주선업,개인,전국아름다운이사,08701,서울특별시 관악구 조원로 79,1층 (신림동),,관악구,정상
180011,화물주선업,개인,전국익스프레스,08604,서울특별시 금천구 시흥대로 335,2층 (독산동),,금천구,정상
200011,화물주선업,개인,전국화물,06968,서울특별시 동작구 상도로41가길 21,(상도1동),,동작구,정상
30008,화물주선업,법인,월드통운,04373,서울특별시 용산구 이촌로 59-2, (이촌동),,용산구,정상
20007,화물주선업,법인,(주)유경인더스트리,04157,서울특별시 마포구 도화동,173 삼창프라자 1154호 ,,마포구,정상
170039,화물주선업,법인,광평개발(주),07261,서울특별시 영등포구 당산동3가,464,,영등포구,정상
170002,화물주선업,법인,(주)명도종합물류,08217,서울특별시 구로구 경인로53길 15,"나동 4519호 (구로동,중앙유통단지)",,구로구,정상
150158,화물주선업,법인,노아통운(주),08055,서울특별시 양천구 신정로 167,"3동 1층 1117호 (신정동, 서부트럭터미널)",,양천구,정상
150379,화물주선업,개인,국도화물,08055,서울특별시 양천구 신정로 167,3동 2층 1208호 (신정동),,양천구,정상
190023,화물주선업,개인,관악K.G.B,07412,서울특별시 영등포구 대림동,"738  ,  1층",,영등포구,정상
190087,화물주선업,개인,국민통운,07372,서울특별시 영등포구 도영로7길 15-1,"202호(도림동,쌍용플래티넘시티2단지 상가비동)",,영등포구,정상
130012,화물주선업,법인,(주)고고밴코리아,05613,서울특별시 송파구 백제고분로 275,7층 배명빌딩 (석촌동),02-521-9430,송파구,정상
40003,화물주선업,개인,부자익스프레스,07645,서울특별시 강서구 방화대로6가길 25, (공항동),,강서구,정상
250014,화물주선업,개인,뉴중앙익스프레스,03470,서울특별시 은평구 응암동,337-55,,은평구,정상
230005,화물주선업,개인,국제통운,06199,서울특별시 강남구 선릉로 328,B-1호 (대치동),,강남구,정상
220193,화물주선업,법인,경원운수(주),05510,서울특별시 송파구 올림픽로35가길 11,"211호 (신천동, 한신잠실코아)",,송파구,정상
220268,화물주선업,개인,논스톱화물,08724,서울특별시 관악구 구암길 37,1층 (봉천동),,관악구,정상
30029,화물주선업,개인,백마이사몰,04591,서울특별시 중구 다산로14길 35,(신당동),,중구,정상
30037,화물주선업,법인,현대익스프레스,140-030,서울특별시 용산구 이촌동,203-33호 1층,,용산구,정상
30038,화물주선업,법인,한솔익스프레스,04374,서울특별시 용산구 이촌동,210-12 시범APT 9동 102호,,용산구,정상
230052,화물주선업,개인,강산익스프레스,02112,서울특별시 중랑구 중랑역로3길 54,(중화동),,중랑구,정상
190034,화물주선업,개인,새현대익스프레스,08032,서울특별시 양천구 남부순환로73길 5,1층 (신월동),,양천구,정상
190065,화물주선업,법인,(주)베스트물류,07410,서울특별시 영등포구 도림로47길 1,"109호 (대림동, 우성상가)",,영등포구,정상
190103,화물주선업,개인,영구크린280호,08625,서울특별시 금천구 독산로31길 27,102호 (시흥동),,금천구,정상
191291,화물주선업,개인,59익스프레스,07387,서울특별시 영등포구 가마산로67길 6-21,1층(신길동),,영등포구,정상
190129,화물주선업,개인,화승운수,07259,서울특별시 영등포구 당산동3가,270 우미상가 401호,,영등포구,정상
190134,화물주선업,법인,신정운수,07414,서울특별시 영등포구 대림3동,807-13,,영등포구,정상
190142,화물주선업,법인,(주)인아웃이십사,06309,서울특별시 강남구 개포로34길 6,1층 (개포동),,강남구,정상
190149,화물주선업,법인,(주)호암로지텍,06779,서울특별시 서초구 강남대로16길 14-2,602호 (양재동),,서초구,정상
190147,화물주선업,개인,국민트랜스,07376,서울특별시 영등포구 대방천로 26,2층 (대림동),,영등포구,정상
190146,화물주선업,개인,행운익스프레스,07432,서울특별시 영등포구 신길동,499 동훈노보빌상가 106호,,영등포구,정상
190151,화물주선업,개인,현대이사몰,07420,서울특별시 영등포구 도림천로 407,"101호 (대림동, 진용빌라)",,영등포구,정상
190157,화물주선업,개인,행복찾기익스프레스,07402,서울특별시 영등포구 대림로34바길 6, (대림동),,영등포구,정상
190159,화물주선업,개인,한마음익스프레스(영구크린55호점),08639,서울특별시 금천구 시흥대로 97,"17동 329호 (시흥동,시흥산업용재유통센타)",,금천구,정상
150300,화물주선업,개인,일영로지스,158-070,서울특별시 양천구 신정동,812 서부트럭터미널 A-309호,,양천구,정상
190010,화물주선업,법인,유진통운,150-040,서울특별시 영등포구 당산동,171-15호 ,,영등포구,정상
30009,화물주선업,개인,오렌지퀵,07012,서울특별시 동작구 동작대로11길 94,1층 (사당동),,동작구,정상
220041,화물주선업,개인,융창통운,06775,서울특별시 서초구 논현로 79,1013호(양재동),,서초구,정상
230050,화물주선업,개인,이륙통운,06058,서울특별시 강남구 언주로136길 15, 1층 (논현동),,강남구,정상
140008,화물주선업,개인,우리지역화물퀵이사,01885,서울특별시 노원구 광운로 122, (월계동),,노원구,정상
5172,화물주선업,법인,(주)고려통운,05115,서울특별시 광진구 자양2동,695 한양상가 208-3호,,광진구,정상
150009,화물주선업,법인,(주)더불어물류,06202,서울특별시 강남구 삼성로71길 5,2층 (대치동),,강남구,정상
150374,화물주선업,개인,공신물류,08055,서울특별시 양천구 신정로 167,"1동 2층 9호 (신정동, 서부트럭터미널)",,양천구,정상
220040,화물주선업,법인,콜트럭(주),06772,서울특별시 서초구 양재대로11길 36,"은관 나동 601호(양재동,서울오토갤러리)",,서초구,정상
210087,화물주선업,법인,(주)퀵서비스,04799,서울특별시 성동구 광나루로6길 35,"5층 506호 (성수동2가,성수동 우림이비즈센터)",,성동구,정상
150237,화물주선업,법인,현대글로비스(주),06152,서울특별시 강남구 테헤란로 301, (역삼동),,강남구,정상
210001,화물주선업,개인,강남택배통운,08264,서울특별시 구로구 경인로3길 20, (온수동),,구로구,정상
150082,화물주선업,개인,강동물류,08055,서울특별시 양천구 신정로 167,"1동 1층 32호 (신정동, 서부트럭터미널)",,양천구,정상
150033,화물주선업,법인,에프에스물류(주),08065,서울특별시 양천구 남부순환로 603,"602호 (신월동, 삼정빌딩)",,양천구,정상
150025,화물주선업,법인,강호물류(주),08055,서울특별시 양천구 신정로 167,"3동 1층 1129,1130호 (신정동, 서부트럭터미널)",,양천구,정상
230049,화물주선업,개인,황소익스프레스,01010,서울특별시 강북구 삼양로139가길 17,(우이동),,강북구,정상
240102,화물주선업,법인,(주)아이디일일구닷컴,06688,서울특별시 서초구 효령로21길 7,(방배동),,서초구,정상
240111,화물주선업,개인,한얼트랜스&형제통운,05786,서울특별시 송파구 송이로31길 52,102호(문정동),,송파구,정상
120025,화물주선업,개인,전국익스프레스,03496,서울특별시 은평구 증산서길 145,1층 (증산동),,은평구,정상
120036,화물주선업,개인,복지익스프레스,03443,서울특별시 은평구 증산로17길 49,(신사동),,은평구,정상
120037,화물주선업,개인,신사의 이사,02182,서울특별시 중랑구 용마산로 488,2층 (망우동),,중랑구,정상
11009,화물주선업,개인,합동익스프레스,02176,서울특별시 중랑구 용마산로116길 19,1층(망우동),,중랑구,정상
11007,화물주선업,법인,성도화물,03008,서울특별시 종로구 평창동,289-2,,종로구,정상
120024,화물주선업,개인,선경무지개이사,03347,서울특별시 은평구 연서로34길 17, (불광동),,은평구,정상
11012,화물주선업,법인,(주)삼성무빙,03464,서울특별시 은평구 응암로 322-5,1층 (응암동),,은평구,정상
11003,화물주선업,법인,(주)한진,04532,서울특별시 중구 남대문로 63, (소공동),,중구,정상
11010,화물주선업,개인,가나퀵서비스,01324,서울특별시 도봉구 마들로 684-9,B-13호 (도봉동),,도봉구,정상
220454,화물주선업,법인,부림운수,02566,서울특별시 동대문구 정릉천동로 58,"2층 207호(용두동,롯데캐슬피렌체상가)",,동대문구,정상
250075,화물주선업,개인,우정통운,05226,서울특별시 강동구 동남로83길 26, (고덕동),,강동구,정상
200013,화물주선업,개인,전국통운,06802,서울특별시 서초구 청계산로 203,내곡드림시티 506호 (신원동),,서초구,정상
150317,화물주선업,개인,웅진물류,158-070,서울특별시 양천구 신정동,812 서부트럭터미널 A-213,,양천구,정상
200014,화물주선업,법인,애드텐,07013,서울특별시 동작구 사당동,1004-1,,동작구,정상
411,화물주선업,법인,(주)델타웍스,06564,서울특별시 서초구 방배중앙로19길 9,2층 201-2호 (방배동),02-6008-6031,서초구,정상
220038,화물주선업,개인,원진익스프레스,06569,서울특별시 서초구 도구로 123-2,(방배동),,서초구,정상
120002,화물주선업,개인,동아익스프레스,03390,서울특별시 은평구 역말로9길 26,1층 (대조동),,은평구,정상
150024,화물주선업,법인,(주)지앤디로지스틱스,08055,서울특별시 양천구 신정로 167,"2동 1층 22호 (신정동, 서부트럭터미널)",,양천구,정상
220532,화물주선업,법인,(주)영남운수,06783,서울특별시 서초구 논현로5길 36,"302호(양재동,태평빌딩)",,서초구,정상
150214,화물주선업,법인,영남로지스틱(주),158-070,서울특별시 양천구 신정동,812 서부트럭터미널 C동1305,,양천구,정상
220249,화물주선업,개인,영동익스프레스,08639,서울특별시 금천구 시흥대로 97,31동 213호 (시흥동),,금천구,정상
220525,화물주선업,법인,(주)삼부지엘에스,08055,서울특별시 양천구 신정로 167,"3동 3층 1326호 (신정동, 서부트럭터미널)",,양천구,정상
60018,화물주선업,개인,대표익스프레스,01330,서울특별시 도봉구 마들로 684-19," 지하101호(도봉동,서원아파트)",,도봉구,정상
150087,화물주선업,개인,영주물류넷,08110,서울특별시 양천구 신정로 167,1동 1층5호(신정동),,양천구,정상
150201,화물주선업,법인,(주)이케이지엘에스,07788,서울특별시 강서구 마곡서로 158,1308호 (마곡동),,강서구,정상
220505,화물주선업,개인,서부트럭터미널,08110,서울특별시 양천구 신정로 167,1동 2층15호(신정동),,양천구,정상
40010,화물주선업,개인,퀵신세계,03781,서울특별시 서대문구 연희로 52-6,1층 (연희동),,서대문구,정상
230011,화물주선업,개인,이사오빠익스프레스,06120,서울특별시 강남구 강남대로118길 42, (논현동),,강남구,정상
250063,화물주선업,개인,건영익스프레스,05402,서울특별시 강동구 성내로18길 32, (성내동),,강동구,정상
170011,화물주선업,개인,건화늘푸른익스프레스,08249,서울특별시 구로구 궁동,32-3,,구로구,정상
150046,화물주선업,법인,(주)경남상운,08055,서울특별시 양천구 신정로 167,"2동 2층 29호 (신정동, 서부트럭터미널)",,양천구,정상
60004,화물주선업,개인,2424익스프레스,02480,서울특별시 동대문구 제기동,289-6,,동대문구,정상
220198,화물주선업,개인,경부고속화물,06770,서울특별시 서초구 매헌로16길 8,"4층 403호(양재동,보광빌딩)",,서초구,정상
150180,화물주선업,법인,(주)광진티엘에스,07791,서울특별시 강서구 강서로 471,"비동 527호 (마곡동,엠코지니어스타)",,강서구,정상
150337,화물주선업,개인,화성운수,07999,서울특별시 양천구 목동동로 258,"5층 501-2호 (목동, 금호1차아파트상가)",,양천구,정상
30021,화물주선업,개인,현대트랜스,08055,서울특별시 양천구 신정로 167,"1동 1층 25호 (신정동,서부트럭터미널)",,양천구,정상
20016,화물주선업,개인,동부익스프레스,06978,서울특별시 동작구 상도로 357,"2층 4-1호, 5-1호 (상도동, 강남상가아파트)",,동작구,정상
160016,화물주선업,개인,가나안화물,07607,서울특별시 강서구 방화동,594-26 1층,,강서구,정상
130016,화물주선업,개인,이네들익스프레스,03615,서울특별시 서대문구 세검정로1길 39,"1동 201, 202, 213호 풍림2차 아파트 상가 (홍은동)",,서대문구,정상
150136,화물주선업,법인,디에스물류(주),08044,서울특별시 양천구 신월로 117,"제4층 제401호 (신월동, 경신빌딩)",,양천구,정상
150069,화물주선업,법인,(주)포항물류,158-070,서울특별시 양천구 신정동,812 서부트럭터미널 C-1329호,,양천구,정상
150315,화물주선업,개인,에이원로지스,07587,서울특별시 강서구 공항대로41길 66,"제지하1층 제비121호(등촌동,세신종합상가) ",,강서구,정상
150192,화물주선업,개인,전국물류및전남화물,08110,서울특별시 양천구 신정로 167,"1동 1층 22호(신정동, 서부트럭터미널)",,양천구,정상
1980,화물주선업,개인,통인익스프레스잠실A점,134-080,서울특별시 강동구 고덕동,"658-8, 1층 ",,강동구,정상
1679,화물주선업,개인,신라육운,02122,서울특별시 중랑구 망우로 240,2층 (상봉동),,중랑구,정상
108,화물주선업,개인,한솔익스프레스,01301,서울특별시 도봉구 도봉산길 10,3층 (도봉동),,도봉구,정상
70087,화물주선업,개인,우주통운,07013,서울특별시 동작구 사당로28길 14,1층 (사당동),,동작구,정상
1470,화물주선업,개인,현대익스프레스,02106,서울특별시 중랑구 중화2동,317-69,,중랑구,정상
20013,화물주선업,개인,현대화물,06772,서울특별시 서초구 양재대로11길 36,"은관 518호 (양재동,서울오토갤러리)",,서초구,정상
20014,화물주선업,법인,에프투엘(주),03174,서울특별시 종로구 사직로8길 34,"(내수동) 1204호(내수동, 경희궁의 아침 3단지)",,종로구,정상
20021,화물주선업,법인,(주)에스원,04511,서울특별시 중구 세종대로7길 25, 생명에스원빌딩 14층(순화동),,중구,정상
70051,화물주선업,개인,고구려익스프레스,131-131,서울특별시 중랑구 신내1동,119번지1호,,중랑구,정상
240124,화물주선업,개인,고려골든박스송파점,05603,서울특별시 송파구 삼학사로 73,303호 (삼전동),,송파구,정상
240123,화물주선업,개인,용달이사드림콜,05082,서울특별시 광진구 동일로4길 43,(자양동),,광진구,정상
240135,화물주선업,개인,제일트랜스,05755,서울특별시 송파구 마천로39길 15-1,1층(마천동),,송파구,정상
240138,화물주선업,개인,D.S.K익스프레스,05719,서울특별시 송파구 중대로 97,"5층 591호 (가락동, 효원빌딩)",,송파구,정상
240143,화물주선업,개인,통인익스프레스,05782,서울특별시 송파구 가락동,181-30,,송파구,정상
