학교명,위도,경도,설립형태,소재지도로명주소
조종고등학교,37.81435909,127.3466138,공립,경기도 가평군 조종면 연등윗길 22
안양문화고등학교,37.39571621,126.9090332,사립,경기도 안양시 만안구 양화로37번길 36
선정중학교,37.61870451,126.9090316,사립,서울특별시 은평구 서오릉로20길 19
문산중학교,37.77260399,126.7628873,공립,경기도 파주시 평화로 190
서울경동초등학교,37.5438253,127.050074,공립,서울특별시 성동구 성수일로 34
조남중학교,37.377491,126.8585907,공립,경기도 시흥시 목감둘레로 205
신방학중학교,37.66414043,127.028899,공립,서울특별시 도봉구 시루봉로 156
서울은빛초등학교,37.64153447,126.921856,공립,서울특별시 은평구 진관3로 73-17
상신중학교,37.58978547,126.9064249,공립,서울특별시 은평구 증산로15길 61
안산성호중학교,37.31415903,126.8681669,공립,경기도 안산시 상록구 구룡서길 21-11
양성초등학교,37.06212187,127.1958377,공립,경기도 안성시 양성면 옥단길 43
오산중학교,37.52358051,127.0008872,사립,서울특별시 용산구 보광로7길 17
봉담중학교,37.21655105,126.9533521,공립,경기도 화성시 봉담읍 샘마을길 53
송촌초등학교,37.4117204,127.5690748,공립,경기도 여주시 대신면 여양1로 237
성동초등학교,37.53328137,127.089281,사립,서울특별시 광진구 자양로4길 63
서울당곡초등학교,37.49016812,126.9303698,공립,서울특별시 관악구 보라매로2길 23
덕장중학교,37.39322824,126.9988109,공립,경기도 의왕시 덕장로 55
서울신목초등학교,37.51661098,126.8726408,공립,서울특별시 양천구 신목로5길 11-6
은평중학교,37.610619,126.9083472,공립,서울특별시 은평구 갈현로17나길 12-1
서울신암초등학교,37.55002367,127.1244044,공립,서울특별시 강동구 올림픽로93길 33-16
흥천중학교,37.32737755,127.5555146,공립,경기도 여주시 흥천면 흥천로 308-27
한국도예고등학교,37.28889092,127.3993265,공립,경기도 이천시 신둔면 둔터로 61
동북고등학교,37.52024061,127.1394507,사립,서울특별시 강동구 강동대로 305
서울번동초등학교,37.62902386,127.0400394,공립,서울특별시 강북구 오현로 204
영천초등학교,37.205708,127.1045574,공립,경기도 화성시 동탄영천로 36
서울구의초등학교,37.543009,127.0803118,공립,서울특별시 광진구 광나루로30길 49
달안초등학교,37.39460528,126.9500874,공립,경기도 안양시 동안구 동안로 178
하일초등학교,37.46908545,126.8764178,공립,경기도 광명시 철망산로 68
마송초등학교,37.684427,126.6063034,공립,경기도 김포시 통진읍 흥신로 315
옥빛초등학교,37.81458312,127.0932335,공립,경기도 양주시 옥정로4길 38
서울당현초등학교,37.64826016,127.0582136,공립,서울특별시 노원구 동일로213길 52
세정중학교,37.280109,127.563793,사립,경기도 여주시 능서면 양화로 697
화계중학교,37.63251806,127.0097091,공립,서울특별시 강북구 화계사길 63
용문고등학교,37.58869033,127.0246608,사립,서울특별시 성북구 고려대로17가길 46
염광여자메디텍고등학교,37.63028445,127.0492646,사립,서울특별시 노원구 월계로45가길 9
서울대조초등학교,37.61357914,126.9193022,공립,서울특별시 은평구 연서로18길 17
송현고등학교,37.74392075,127.0908317,공립,경기도 의정부시 용민로 159
지축중학교,37.65336369,126.9177423,공립,경기도 고양시 덕양구 오부자2길 14
원종고등학교,37.52849582,126.8004974,공립,경기도 부천시 오정구 소사로 807번길 68
동안고등학교,37.39035669,126.9661064,공립,경기도 안양시 동안구 부림로 71
상원초등학교,37.4982718,126.7532784,공립,경기도 부천시 원미구 부흥로 93
시온고등학교,37.47148659,126.8051061,사립,경기도 부천시 소사구 은성로 172-20
설악중학교,37.6819367,127.4939499884,공립,경기도 가평군 설악면 한양부로 21-1
서울우면초등학교,37.46471047,127.023789,공립,서울특별시 서초구 태봉로 59
서울조원초등학교,37.484178,126.909581,공립,서울특별시 관악구 조원로 67
안말초등학교,37.39315429,127.1259825,공립,경기도 성남시 분당구 양현로 104
안성고등학교,37.014032,127.271354,공립,경기도 안성시 금산길 57
부광초등학교,37.50703534,126.7621627,공립,경기도 부천시 원미구 석천로209번길 40
연성중학교,37.392487,126.8134103,공립,경기도 시흥시 하상로 14-7
까치울초등학교,37.51376391,126.8141972,공립,경기도 부천시 오정구 역곡로324번길 14
공항고등학교,37.57046109,126.8185198,공립,서울특별시 강서구 방화대로34길 43
매홀고등학교,37.16945751,127.0688500329,공립,경기도 오산시 내삼미로80번길 9-10
다산새봄중학교,37.618804,127.1590195,공립,경기도 남양주시 다산순환로 435
문산수억고등학교,37.85202703,126.802583,사립,경기도 파주시 파주읍 우계로 357
서울등양초등학교,37.56494704,126.8447603,공립,서울특별시 강서구 강서로56나길 140
여의도여자고등학교,37.52288764,126.9350871,공립,서울특별시 영등포구 국제금융로7가길 13
화랑초등학교,37.62878266,127.0889915,사립,서울특별시 노원구 화랑로 621
경신중학교,37.59220227,126.999531,사립,서울특별시 종로구 혜화로 74
서울방산초등학교,37.50955532,127.1210892,공립,서울특별시 송파구 오금로27길 42
창동중학교,37.66322957,127.0489975,공립,서울특별시 도봉구 방학로 32
송림중학교,37.39191272,127.1318098,사립,경기도 성남시 분당구 이매로 100
서울재동초등학교,37.58002991,126.9851778,공립,서울특별시 종로구 북촌로4길 7
여주고등학교,37.27109289,127.6363531,사립,경기도 여주시 세종로 254-58
과천고등학교,37.43085587,126.9970303,공립,경기도 과천시 꿈보람길 26
범박중학교,37.46901052,126.814668,공립,경기도 부천시 소사구 양지남로 69-16
위례고등학교,37.476875,127.1508833,공립,경기도 하남시 위례순환로 323
풍생고등학교,37.43504295,127.1314147,사립,경기도 성남시 수정구 산성대로 111
와동초등학교,37.33681697,126.831118,공립,경기도 안산시 단원구 사세충열로 26
산내초등학교,37.7228508,126.7364788,공립,경기도 파주시 교하로 140
서울매동초등학교,37.57749965,126.9669415,공립,서울특별시 종로구 사직로9길 19
김포중학교,37.6221982,126.7079972,공립,경기도 김포시 봉화로 83
청덕초등학교,37.29439648,127.1492572,공립,경기도 용인시 기흥구 구성1로 61
성남장안초등학교,37.37266155,127.1444594,공립,경기도 성남시 분당구 장안로51번길 10
서울행당초등학교,37.55701913,127.0348734,공립,서울특별시 성동구 고산자로8길 6
가내초등학교,37.00669873,127.1143615,공립,경기도 평택시 비전2로 265
능북초등학교,37.333132,127.591959,공립,경기도 여주시 능서면 백석1길 8-16
영훈국제중학교,37.61468187,127.0280933,사립,서울특별시 강북구 도봉로13가길 19
서울중랑초등학교,37.58966282,127.0755035,공립,서울특별시 중랑구 봉우재로6길 26
장호원고등학교,37.12706988,127.6176305,공립,경기도 이천시 장호원읍 샘재로 27-37
천남초등학교,37.3458497,127.631395,공립,경기도 여주시 대신면 참샘2길 1
포천일고등학교,37.89474961,127.2052309,공립,경기도 포천시 군내면 청군로 3426
신서고등학교,37.52391432,126.8602096,공립,서울특별시 양천구 은행정로 42
생연중학교,37.89686651,127.0496665,공립,경기도 동두천시 생연로 46
죽산고등학교,37.08202849,127.4248873,공립,경기도 안성시 죽산면 죽산향교길 52-9
목운중학교,37.52700952,126.8730442,공립,서울특별시 양천구 목동동로 235
송내초등학교,37.4906788,126.7587493,공립,경기도 부천시 원미구 석천로 27
태릉고등학교,37.61916383,127.0855576,공립,서울특별시 중랑구 신내로23길 36
성안중학교,37.30403122,126.8481679,공립,경기도 안산시 상록구 석호로 81
부천고등학교,37.47991398,126.7663039,공립,경기도 부천시 소사구 경인로92번길 70
구현고등학교,37.502203,126.874446,공립,서울특별시 구로구 경인로53가길 17
풍무중학교,37.60007633,126.7267522,공립,경기도 김포시 유현로33번길 60
여주초등학교,37.29870175,127.635979,공립,경기도 여주시 청심로 139
명일여자고등학교,37.54977633,127.1495815,공립,서울특별시 강동구 명일로 350
서울강빛초등학교,37.57434332,127.1707749,공립,서울특별시 강동구 아리수로93다길 1
청계초등학교,37.43147178,126.9963233,공립,경기도 과천시 꿈보람길 34
이천사동초등학교,37.24158954,127.4874636,공립,경기도 이천시 대월면 경충대로2003번길 124-87
서농초등학교,37.23913932,127.0763291,공립,경기도 용인시 기흥구 서천동로21번길 5
숭의초등학교,37.55785307,126.9874816,사립,서울특별시 중구 소파로2길 10
노곡중학교,37.64880251,127.0537437,공립,서울특별시 도봉구 노해로70길 95
상천초등학교,37.77011441,127.4560853,공립,경기도 가평군 청평면 상천역로19번길 38
상미초등학교,37.494712,126.744565,공립,경기도 부천시 원미구 상이로 64
부천신흥초등학교,37.50640474,126.7847155,공립,경기도 부천시 원미구 길주로391번길 71
서울세검정초등학교,37.60346883,126.960939,공립,서울특별시 종로구 세검정로9길 1
역동초등학교,37.39835953,127.247361,공립,경기도 광주시 순암로36번길 45
증산중학교,37.58344275,126.904157,공립,서울특별시 은평구 증산로5길 27-30
중앙여자중학교,37.56317672,126.9540593,사립,서울특별시 서대문구 북아현로11가길 7
상품중학교,37.40265113,127.4399231,공립,경기도 여주시 산북면 상품1길 28
대곶중학교,37.64933563,126.5837202,공립,경기도 김포시 대곶면 율생중앙로 8
대신중학교,37.573109,126.9612546,사립,서울특별시 종로구 사직로 9
아인초등학교,37.200839,127.1052936,공립,경기도 화성시 동탄대로시범길 219
소래고등학교,37.43782613,126.794886,공립,경기도 시흥시 수인로3287번길 26
관산중학교,37.335274,126.7988246,공립,경기도 안산시 단원구 삼일로 184
솔샘고등학교,37.62366717,127.012135,공립,서울특별시 강북구 인수봉로 39
상일초등학교,37.50180265,126.750488,공립,경기도 부천시 원미구 조마루로 57
나래중학교,37.63888658,126.6258995,공립,경기도 김포시 김포한강9로 19
율포초등학교,37.04254108,127.0433697,공립,경기도 평택시 함박산로 10
새솔초등학교,37.2890807,126.8190155,공립,경기도 화성시 수노을1로 123
송린초등학교,37.27823129,126.8241504,공립,경기도 화성시 수노을1로 253
정현초등학교,37.17144705,127.113271,공립,경기도 화성시 동탄산척로 122
한율초등학교,37.18641561,127.1226079,공립,경기도 화성시 동탄순환대로 429-10
고덕초등학교,37.041112,127.02881,공립,경기도 평택시 고덕면 고덕로 254
우촌초등학교,37.595608,127.011433,사립,서울특별시 성북구 성북로4길 52-1
주곡초등학교,37.72470084,127.205968,공립,경기도 남양주시 진접읍 해밀예당1로 277
화성반월중학교,37.22388567,127.0542861,공립,경기도 화성시 효행로 1281-76
별하람초등학교,37.742186,126.7592236,공립,경기도 파주시 가람로 117
가평초등학교,37.83081328,127.5072897,공립,경기도 가평군 가평읍 향교로 23
하길고등학교,37.1118639,126.9105458,공립,경기도 화성시 향남읍 상신하길로274번길 22
권선중학교,37.24884036,127.017105,공립,경기도 수원시 권선구 경수대로 239
건국대학교사범대학부속중학교,37.54172407,127.0815971,사립,서울특별시 광진구 자양로 145-1
서울남정초등학교,37.53567383,126.9648037,공립,서울특별시 용산구 원효로64길 17-10
도래울중학교,37.63190171,126.868643,공립,경기도 고양시 덕양구 도래울로 57
서울삼릉초등학교,37.51325992,127.0469495,공립,서울특별시 강남구 봉은사로63길 22
송라초등학교,37.27306194,126.8886245,공립,경기도 화성시 매송면 푸른들판로 1970-16
서울고척초등학교,37.50094829,126.856979,공립,서울특별시 구로구 경서로 31
서울동의초등학교,37.55342244,127.0990473,공립,서울특별시 광진구 영화사로 111
혜성여자고등학교,37.64055021,127.0736197,사립,서울특별시 노원구 노원로16길 2
입북초등학교,37.29451623,126.9601632,공립,경기도 수원시 권선구 율전로 10
청운중학교,37.58917094,126.971096,공립,서울특별시 종로구 창의문로 51
방학중학교,37.66545122,127.030859,공립,서울특별시 도봉구 시루봉로 188
서울전자고등학교,37.46972182,126.988328,공립,서울특별시 서초구 과천대로 852-23
목동초등학교,37.87934605,127.5481207,공립,경기도 가평군 북면 석장모루길 13
보성여자중학교,37.54308154,126.9842842,사립,서울특별시 용산구 신흥로3가길 66
고명중학교,37.59767468,127.0191869,사립,서울특별시 성북구 북악산로 870
서울혜화초등학교,37.58863443,127.0002536,공립,서울특별시 종로구 혜화로 32
송곡여자고등학교,37.60668904,127.1051455,사립,서울특별시 중랑구 양원역로 67
신안중학교,37.38811426,126.9148167,공립,경기도 안양시 만안구 능곡로 78
서울연희초등학교,37.56904593,126.9341423,공립,서울특별시 서대문구 연희로 136
운산초등학교,37.152617,127.077532,공립,경기도 오산시 운암로 72
조종초등학교,37.82151519,127.348932,공립,경기도 가평군 조종면 조종새싹로 13-9
오산중학교,37.15430591,127.0626056,사립,경기도 오산시 청학로 43
파주고등학교,37.85922282,126.7806655,사립,경기도 파주시 문산읍 독산로31번길 39
서울경일초등학교,37.5409419,127.0466052,공립,서울특별시 성동구 뚝섬로 332
한류초등학교,37.66226794,126.7569581,공립,경기도 고양시 일산동구 한류월드로 262
서울세명초등학교,37.4688571,127.0910759,공립,서울특별시 강남구 자곡로 55
대진여자고등학교,37.646174,127.0671966,사립,서울특별시 노원구 공릉로 438
도선고등학교,37.56684395,127.0269957,공립,서울특별시 성동구 마장로 156
서울묘곡초등학교,37.55871279,127.1530934,공립,서울특별시 강동구 동남로79길 46
서울천일초등학교,37.54436122,127.1334367,공립,서울특별시 강동구 구천면로 266
다온중학교,37.74122216,127.037309,공립,경기도 의정부시 둔야로49번길 30
유암초등학교,37.868243,127.1922367,공립,경기도 포천시 가산면 유교로88번길 8
쌍동초등학교,37.37728307,127.289608,공립,경기도 광주시 초월읍 경충대로1127번길 56
개운중학교,37.59462665,127.0248421,공립,서울특별시 성북구 북악산로 935
수원중촌초등학교,37.27255378,126.9445494,공립,경기도 수원시 권선구 금곡로 140번길 30
부발중학교,37.28529944,127.4941441,공립,경기도 이천시 부발읍 죽당로 21
성남양지초등학교,37.45921737,127.1608837,공립,경기도 성남시 수정구 논골로36번길 33
원일초등학교,37.33279915,126.8041493,공립,경기도 안산시 단원구 원선로 113
중원고등학교,37.51156679,126.7622256,공립,경기도 부천시 원미구 도약로 111
서울덕암초등학교,37.6666212,127.0814598,공립,서울특별시 노원구 덕릉로112길 68
잠신중학교,37.51613937,127.087802,공립,서울특별시 송파구 잠실로 12
서울홍릉초등학교,37.59068752,127.0477051,공립,서울특별시 동대문구 회기로 90
상암중학교,37.57905692,126.8875508,공립,서울특별시 마포구 상암산로1길 26
부천여자고등학교,37.48987335,126.7617479,공립,경기도 부천시 원미구 석천로16번길 37
군남중학교,38.067822,127.0155896,공립,경기도 연천군 군남면 진상17길 46
광주매곡초등학교,37.372324,127.248386,공립,경기도 광주시 오포읍 양벌로 303-5
서울안암초등학교,37.5871587,127.0220989,공립,서울특별시 성북구 고려대로7가길 39
영동일고등학교,37.510034,127.089867,사립,서울특별시 송파구 석촌호수로 93
혜원여자중학교,37.59327987,127.0970427,사립,서울특별시 중랑구 봉우재로58길 39
동산초등학교,37.53145027,126.7851807,공립,경기도 부천시 오정구 오정로251번길 50
김포서초등학교,37.6290236,126.7017278,공립,경기도 김포시 봉화로 188
양강중학교,37.52491016,126.849688,공립,서울특별시 양천구 중앙로 319
상인초등학교,37.51280378,126.756348,공립,경기도 부천시 원미구 도약로 61
배재중학교,37.55505939,127.1502473,사립,서울특별시 강동구 고덕로 227
불광중학교,37.62320355,126.9321291,공립,서울특별시 은평구 불광로 180
소안초등학교,37.472376,126.804222,공립,경기도 부천시 소사구 소사동로72번길 29
수락중학교,37.68314469,127.0548083,공립,서울특별시 노원구 동일로 1729
청솔초등학교,37.35465808,127.1141001,공립,경기도 성남시 분당구 금곡로 243
서울동답초등학교,37.57150142,127.0640341,공립,서울특별시 동대문구 답십리로60길 12
안산서초등학교,37.33096674,126.8001715,공립,경기도 안산시 단원구 원선로 67
서울후암초등학교,37.55136541,126.9817243,공립,서울특별시 용산구 두텁바위로 140
동부초등학교,37.53748386,127.2021348,공립,경기도 하남시 역말로 55
서울노일초등학교,37.67375444,127.0549667,공립,서울특별시 노원구 동일로 1625
중앙고등학교,37.58378822,126.9874726,사립,서울특별시 종로구 창덕궁길 164
